Titel;playstation?;xbox?;nintendo?;pc?;sonstige?;Punkte;Genre;editors_choice;Veröffentlichung_Jahr;Veröffentlichung_Monat
Coconut Dodge;TRUE;FALSE;FALSE;FALSE;FALSE;7;Action;N;2010;9
Cogs (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;8;Puzzle;N;2010;2
Comic Jumper: The Adventures of Captain Smiley;FALSE;TRUE;FALSE;FALSE;FALSE;8;Action;N;2010;10
Command & Conquer 4: Tiberian Twilight;FALSE;FALSE;FALSE;TRUE;FALSE;7.4;Strategy;N;2010;3
Command & Conquer: Red Alert (iPad);FALSE;FALSE;FALSE;FALSE;TRUE;6.5;Strategy;N;2010;4
Cooking Dash 3: Thrills & Spills;FALSE;FALSE;FALSE;TRUE;FALSE;8.5;Strategy;Y;2010;11
Cosmos X2;FALSE;FALSE;TRUE;FALSE;FALSE;7;Shooter;N;2010;9
Costume Quest;TRUE;TRUE;FALSE;FALSE;FALSE;7.5;RPG;N;2010;10
Crackdown 2;FALSE;TRUE;FALSE;FALSE;FALSE;7.5;Shooter;N;2010;7
Crafting Mama;FALSE;FALSE;TRUE;FALSE;FALSE;6;Simulation;N;2010;11
Crash Bandicoot Nitro Kart 2;FALSE;FALSE;FALSE;FALSE;TRUE;7.2;Racing;N;2010;6
Crazy Golf;FALSE;FALSE;TRUE;FALSE;FALSE;7;Sports;N;2010;5
Crazy Sudoku;FALSE;FALSE;TRUE;FALSE;FALSE;5;Puzzle;N;2010;7
Crazy Taxi;TRUE;TRUE;FALSE;FALSE;FALSE;6;Racing;N;2010;11
Create (Xbox 360);FALSE;TRUE;FALSE;FALSE;FALSE;5.5;Adventure;N;2010;12
Create;TRUE;FALSE;TRUE;TRUE;FALSE;6;Adventure;N;2010;11
Cruise Party;FALSE;FALSE;TRUE;FALSE;FALSE;3;Party;N;2010;7
Crush the Castle (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;7.9;Action;N;2010;2
Crush the Castle (Android);FALSE;FALSE;FALSE;FALSE;TRUE;7;Action;N;2010;9
Crystal Defenders (iPad);FALSE;FALSE;FALSE;FALSE;TRUE;5;RPG;N;2010;7
Crystal Monsters;FALSE;FALSE;TRUE;FALSE;FALSE;5;RPG;N;2010;8
CSI: Crime Scene Investigation: Deadly Intent -- Hidden Cases;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Adventure;N;2010;1
Cut the Rope (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;9;Puzzle;Y;2010;10
Dairojo! Samurai Defenders;FALSE;FALSE;TRUE;FALSE;FALSE;8;Strategy;N;2010;12
Dance Central;FALSE;TRUE;FALSE;FALSE;FALSE;8;Music;N;2010;11
Dance Dance Revolution;TRUE;FALSE;TRUE;FALSE;FALSE;7;Music;N;2010;12
DanceMasters;FALSE;TRUE;FALSE;FALSE;FALSE;6.5;Music;N;2010;11
Dante's Inferno;TRUE;TRUE;FALSE;FALSE;FALSE;7.5;Action;N;2010;2
Dante's Inferno (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;4.5;Action;N;2010;3
Dante's Inferno: Dark Forest;TRUE;TRUE;FALSE;FALSE;FALSE;6;Action;N;2010;3
Dark Nebula 2;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Action;N;2010;8
Dark Void;TRUE;TRUE;FALSE;TRUE;FALSE;5;Action;N;2010;1
Dark Void Zero (DSi);FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Action;Y;2010;2
Dark Void Zero (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;8;Action;N;2010;4
Darksiders;TRUE;TRUE;FALSE;FALSE;FALSE;7.8;Action;N;2010;1
Darksiders (PC);FALSE;FALSE;FALSE;TRUE;FALSE;8;Action;N;2010;9
DarkStar One: Broken Alliance;FALSE;TRUE;FALSE;FALSE;FALSE;6;Action-Adventure;N;2010;7
Dart Rage;FALSE;FALSE;TRUE;FALSE;FALSE;7;Strategy;N;2010;3
Darwinia+;FALSE;TRUE;FALSE;FALSE;FALSE;8.9;Strategy;Y;2010;2
Data East Arcade Classics;FALSE;FALSE;TRUE;FALSE;FALSE;5;Action;N;2010;2
Date or Ditch;FALSE;FALSE;TRUE;FALSE;FALSE;5;Simulation;N;2010;7
Dawn of Discovery: Venice;FALSE;FALSE;FALSE;TRUE;FALSE;6.5;Strategy;N;2010;4
Dawn of the Dead;FALSE;FALSE;FALSE;FALSE;TRUE;4;Action;N;2010;1
de Blob: Revolution;FALSE;FALSE;FALSE;FALSE;TRUE;7;Action;N;2010;3
Dead Nation;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Shooter;N;2010;11
Dead or Alive Paradise;TRUE;FALSE;FALSE;FALSE;FALSE;5;Sports;N;2010;3
Dead Rising (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;2.5;Action-Adventure;N;2010;12
Dead Rising 2;TRUE;TRUE;FALSE;TRUE;FALSE;8;Action-Adventure;Y;2010;9
Dead Rising 2 (Zombrex Edition);TRUE;TRUE;FALSE;FALSE;FALSE;8;Action-Adventure;Y;2010;9
Dead Rising 2: Case 0;FALSE;TRUE;FALSE;FALSE;FALSE;6.5;Action-Adventure;N;2010;8
Dead Rising 2: Case West;FALSE;TRUE;FALSE;FALSE;FALSE;8.5;Action-Adventure;Y;2010;12
Dead Space Ignition;TRUE;TRUE;FALSE;FALSE;FALSE;4.5;Action-Adventure;N;2010;10
Dead to Rights: Retribution;TRUE;TRUE;FALSE;FALSE;FALSE;6;Action;N;2010;4
Deadliest Catch: Sea of Chaos;TRUE;FALSE;FALSE;FALSE;FALSE;6.5;Sports;N;2010;12
Deadliest Warrior: The Game;TRUE;TRUE;FALSE;FALSE;FALSE;7;Fighting;N;2010;7
Deadly Premonition;FALSE;TRUE;FALSE;FALSE;FALSE;2;Action-Adventure;N;2010;2
Death By Cube;FALSE;TRUE;FALSE;FALSE;FALSE;4.9;Shooter;N;2010;1
Death Worm;FALSE;FALSE;FALSE;FALSE;TRUE;8;Action;N;2010;11
DeathSmiles (Limited Edition);FALSE;TRUE;FALSE;FALSE;FALSE;7.5;Shooter;N;2010;6
DeathSpank;TRUE;TRUE;FALSE;TRUE;FALSE;8.5;Action-RPG;Y;2010;7
DeathSpank: Thongs of Virtue;TRUE;TRUE;FALSE;TRUE;FALSE;8.5;Action-RPG;Y;2010;9
Def Jam Rapstar;TRUE;TRUE;FALSE;FALSE;FALSE;7.5;Music;N;2010;10
Dementium II;FALSE;FALSE;TRUE;FALSE;FALSE;8;Adventure;N;2010;5
Denki Blocks!;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Puzzle;N;2010;5
Diatomic;FALSE;FALSE;TRUE;FALSE;FALSE;3.5;Action;N;2010;1
Did It Myself ABC123;FALSE;FALSE;TRUE;FALSE;FALSE;7;Simulation;N;2010;8
Digi-Tiles;TRUE;FALSE;FALSE;FALSE;FALSE;4;Puzzle;N;2010;4
Diner Dash;TRUE;TRUE;TRUE;FALSE;FALSE;6.4;Action;N;2010;3
Diner Dash 5: Boom;FALSE;FALSE;FALSE;TRUE;FALSE;6.5;Strategy;N;2010;3
Diner Dash: Grilling Green;FALSE;FALSE;FALSE;FALSE;TRUE;7;Strategy;N;2010;4
Disciples III: Renaissance;FALSE;FALSE;FALSE;TRUE;FALSE;6;Strategy;N;2010;8
Disney Epic Mickey;FALSE;FALSE;TRUE;FALSE;FALSE;8;Action-Adventure;N;2010;11
Disney Fireworks;FALSE;FALSE;TRUE;FALSE;FALSE;5;Simulation;N;2010;3
Disney Sing It: Family Hits;TRUE;FALSE;TRUE;FALSE;FALSE;6.5;Music;N;2010;8
Dive: The Medes Islands Secret;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Adventure;N;2010;8
Divergent Shift;FALSE;FALSE;TRUE;FALSE;FALSE;7;Platformer;N;2010;8
Divinity II: Ego Draconis (Xbox 360);FALSE;TRUE;FALSE;FALSE;FALSE;4.8;RPG;N;2010;1
Divinity II: Ego Draconis (PC);FALSE;FALSE;FALSE;TRUE;FALSE;7;RPG;N;2010;1
Divinity II: Flames of Vengeance;FALSE;FALSE;FALSE;TRUE;FALSE;6;RPG;N;2010;12
DJ Hero 2;TRUE;TRUE;TRUE;FALSE;FALSE;8.5;Music;Y;2010;10
DJ Max Portable 3;TRUE;FALSE;FALSE;FALSE;FALSE;7;Music;N;2010;10
DodoGo!;FALSE;FALSE;TRUE;FALSE;FALSE;9;Platformer;Y;2010;5
DoDonPachi Resurrection;FALSE;FALSE;FALSE;FALSE;TRUE;8;Shooter;N;2010;8
Don't Cross The Line;FALSE;FALSE;TRUE;FALSE;FALSE;7;Strategy;N;2010;6
Don't Feed The Animals;FALSE;FALSE;TRUE;FALSE;FALSE;4;Strategy;N;2010;5
Donkey Kong Country Returns;FALSE;FALSE;TRUE;FALSE;FALSE;9;Platformer;Y;2010;11
Doom II;FALSE;TRUE;FALSE;FALSE;FALSE;7.5;Shooter;N;2010;5
Doom II RPG;FALSE;FALSE;FALSE;FALSE;TRUE;8;RPG;N;2010;2
Dracula: Undead Awakening;FALSE;FALSE;TRUE;FALSE;FALSE;7;Shooter;N;2010;3
Dragon Age: Origins -- Awakening;TRUE;TRUE;FALSE;TRUE;FALSE;8.5;RPG;Y;2010;3
Dragon Age: Origins -- Darkspawn Chronicles;FALSE;TRUE;FALSE;TRUE;FALSE;6.5;RPG;N;2010;5
Dragon Age: Origins -- Darkspawn Chronicles (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;6;RPG;N;2010;5
Dragon Age: Origins -- Leliana's Song;TRUE;TRUE;FALSE;TRUE;FALSE;7;RPG;N;2010;7
Dragon Age: Origins -- Return to Ostagar;FALSE;TRUE;FALSE;TRUE;FALSE;8.5;RPG;Y;2010;3
Dragon Age: Origins -- Witch Hunt;TRUE;TRUE;FALSE;TRUE;FALSE;6.5;RPG;N;2010;9
Dragon Ball: Origins 2;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Action-RPG;N;2010;7
Dragon Ball: Raging Blast 2;TRUE;TRUE;FALSE;FALSE;FALSE;5.5;Fighting;N;2010;11
Dragon Quest IX: Sentinels of the Starry Skies;FALSE;FALSE;TRUE;FALSE;FALSE;8;RPG;N;2010;7
Dragon's Lair (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;4.5;Action;N;2010;11
Dragon's Lair Trilogy;FALSE;FALSE;TRUE;FALSE;FALSE;7;Action;N;2010;10
Dragonology;FALSE;FALSE;TRUE;FALSE;FALSE;7;Adventure;N;2010;1
Drawn: Dark Flight;FALSE;FALSE;FALSE;TRUE;FALSE;7.5;Adventure;N;2010;9
Drawn: The Painted Tower HD;FALSE;FALSE;FALSE;FALSE;TRUE;9;Puzzle;Y;2010;12
Drift Street International;FALSE;FALSE;TRUE;FALSE;FALSE;8;Racing;N;2010;3
Drift Sumi-e;FALSE;FALSE;FALSE;FALSE;TRUE;7;Simulation;N;2010;3
Drop7 (Android);FALSE;FALSE;FALSE;FALSE;TRUE;9;Puzzle;Y;2010;7
Duke Nukem: Manhattan Project;FALSE;TRUE;FALSE;FALSE;FALSE;4;Shooter;N;2010;6
Dungeon Solitaire;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Strategy;N;2010;3
DynamoKid;FALSE;FALSE;FALSE;FALSE;TRUE;7;Platformer;N;2010;5
Dynasty Warriors: Strikeforce;TRUE;TRUE;FALSE;FALSE;FALSE;8;Action;N;2010;3
EA Sports Active 2 (Xbox 360);FALSE;TRUE;FALSE;FALSE;FALSE;7;Sports;N;2010;12
EA Sports Active 2;TRUE;FALSE;TRUE;FALSE;FALSE;8;Sports;N;2010;12
EA Sports MMA;TRUE;TRUE;FALSE;FALSE;FALSE;8;Fighting;N;2010;10
EA Sports MMA (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;6.5;Fighting;N;2010;10
Earthshield;TRUE;FALSE;FALSE;FALSE;FALSE;3;Shooter;N;2010;4
Earthworm Jim (DSi);FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Platformer;N;2010;6
Earthworm Jim HD;TRUE;TRUE;FALSE;FALSE;FALSE;7;Platformer;N;2010;6
Earthworm Jim HD (Windows);FALSE;FALSE;FALSE;FALSE;TRUE;6;Platformer;N;2010;11
Eat Them!;TRUE;FALSE;FALSE;FALSE;FALSE;6.5;Action;N;2010;12
Eat! Fat! Fight!;FALSE;FALSE;TRUE;FALSE;FALSE;6;Action;N;2010;1
eBoy FixPix;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Puzzle;Y;2010;6
Echochrome II;TRUE;FALSE;FALSE;FALSE;FALSE;7;Puzzle;N;2010;12
Echoshift;TRUE;FALSE;FALSE;FALSE;FALSE;8.5;Puzzle;Y;2010;3
Eco Shooter: Plant 530;FALSE;FALSE;TRUE;FALSE;FALSE;7;Action;N;2010;1
Elemental Masters;FALSE;FALSE;TRUE;FALSE;FALSE;8;Adventure;N;2010;3
Elemental: War of Magic;FALSE;FALSE;FALSE;TRUE;FALSE;6;Strategy;N;2010;9
Eliminate: GunRange;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Shooter;N;2010;6
Endless Ocean: Blue World;FALSE;FALSE;TRUE;FALSE;FALSE;7;Adventure;N;2010;2
Enjoy Your Massage!;FALSE;FALSE;TRUE;FALSE;FALSE;3;Simulation;N;2010;8
Enslaved;TRUE;TRUE;FALSE;FALSE;FALSE;8;Action;N;2010;10
Escapee GO!;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Action-Adventure;Y;2010;2
Espgaluda II;FALSE;FALSE;FALSE;FALSE;TRUE;7.8;Shooter;N;2010;4
Eternal Legacy;FALSE;FALSE;FALSE;FALSE;TRUE;8;RPG;N;2010;12
Etrian Odyssey III: The Drowned City;FALSE;FALSE;TRUE;FALSE;FALSE;6;RPG;N;2010;10
EverQuest II: Sentinel's Fate;FALSE;FALSE;FALSE;TRUE;FALSE;7.2;RPG;N;2010;3
EyePet: Your Virtual Pet;TRUE;FALSE;FALSE;FALSE;FALSE;8;Simulation;N;2010;9
EyePet: Your Virtual Pet (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;5;Simulation;N;2010;11
Fable III;FALSE;TRUE;FALSE;FALSE;FALSE;8.5;RPG;Y;2010;10
Fable III: Understone Quest Pack;FALSE;TRUE;FALSE;FALSE;FALSE;4.5;RPG;N;2010;11
Face Pilot: Fly With Your Nintendo DSi Camera!;FALSE;FALSE;TRUE;FALSE;FALSE;2.5;Simulation;N;2010;8
Fallout: New Vegas (PC);FALSE;FALSE;FALSE;TRUE;FALSE;9;RPG;Y;2010;10
Fallout: New Vegas;TRUE;TRUE;FALSE;FALSE;FALSE;8.5;RPG;Y;2010;10
Family Feud Decades;FALSE;FALSE;TRUE;FALSE;FALSE;4;Trivia;N;2010;11
Family Feud: 2010 Edition;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Trivia;N;2010;7
Family Go-Kart Racing;FALSE;FALSE;TRUE;FALSE;FALSE;3;Racing;N;2010;2
Fast & Furious Adrenaline;FALSE;FALSE;FALSE;FALSE;TRUE;6.5;Racing;N;2010;4
Fast Draw Showdown;FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Shooter;N;2010;1
Fat Princess: Fistful of Cake;TRUE;FALSE;FALSE;FALSE;FALSE;6.8;Action;N;2010;4
Fatal Fury 3: Road to the Final Victory;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Fighting;N;2010;10
Fatal Fury Special;FALSE;TRUE;FALSE;FALSE;FALSE;8;Fighting;N;2010;3
Feeding Frenzy 2: Shipwreck Showdown (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;6;Puzzle;N;2010;3
Fenimore Fillmore -- The Westerner;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Adventure;N;2010;9
Ferrari GT: Evolution (DSi);FALSE;FALSE;TRUE;FALSE;FALSE;7;Racing;N;2010;5
Fieldrunners;TRUE;FALSE;TRUE;FALSE;FALSE;7.5;Strategy;N;2010;2
FIFA Soccer 11;TRUE;TRUE;FALSE;FALSE;FALSE;8.5;Sports;Y;2010;9
FIFA Soccer 11 (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Sports;N;2010;10
FIFA Soccer 11 (PC);FALSE;FALSE;FALSE;TRUE;FALSE;8;Sports;N;2010;10
FIFA Soccer 11 (Portable);TRUE;FALSE;TRUE;FALSE;TRUE;7;Sports;N;2010;10
Fighters Uncaged;FALSE;TRUE;FALSE;FALSE;FALSE;3;Fighting;N;2010;11
Fighting Fantasy: The Warlock of Firetop Mountain;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Action;N;2010;1
Final Fantasy I;FALSE;FALSE;FALSE;FALSE;TRUE;7;RPG;N;2010;2
Final Fantasy II (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;6.8;RPG;N;2010;2
Final Fantasy II;FALSE;FALSE;TRUE;FALSE;FALSE;8;RPG;Y;2010;3
Final Fantasy XIII;TRUE;TRUE;FALSE;FALSE;FALSE;8.9;RPG;Y;2010;3
Final Fantasy XIV Online;FALSE;FALSE;FALSE;TRUE;FALSE;5.5;RPG;N;2010;10
Final Fantasy: Mystic Quest;FALSE;FALSE;TRUE;FALSE;FALSE;6;RPG;N;2010;10
Final Fantasy: The 4 Heroes of Light;FALSE;FALSE;TRUE;FALSE;FALSE;8;RPG;N;2010;10
Final Fight: Double Impact;TRUE;TRUE;FALSE;FALSE;FALSE;8.8;Fighting;Y;2010;4
Finger Connection;TRUE;FALSE;FALSE;FALSE;FALSE;2;Party;N;2010;5
Fire Panic;FALSE;FALSE;TRUE;FALSE;FALSE;5;Action;N;2010;6
Fishie Fishie;FALSE;FALSE;TRUE;FALSE;FALSE;5;Simulation;N;2010;4
Fist of the North Star: Ken's Rage;TRUE;TRUE;FALSE;FALSE;FALSE;5;Action;N;2010;11
Flametail;FALSE;FALSE;TRUE;FALSE;FALSE;8;Action;N;2010;6
Flight Control HD;FALSE;FALSE;FALSE;TRUE;TRUE;8;Simulation;N;2010;4
FlingSmash;FALSE;FALSE;TRUE;FALSE;FALSE;4;Action;N;2010;11
Flip's Twisted World;FALSE;FALSE;TRUE;FALSE;FALSE;4;Platformer;N;2010;11
Flipper;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Platformer;N;2010;3
Flips: More Bloody Horowitz;FALSE;FALSE;TRUE;FALSE;FALSE;7;Adventure;N;2010;5
Flips: Silent But Deadly;FALSE;FALSE;TRUE;FALSE;FALSE;5;Adventure;N;2010;6
Flips: Terror in Cubicle Four;FALSE;FALSE;TRUE;FALSE;FALSE;5;Adventure;N;2010;3
Flips: The Bubonic Builders;FALSE;FALSE;TRUE;FALSE;FALSE;5;Adventure;N;2010;3
Flips: The Enchanted Wood;FALSE;FALSE;TRUE;FALSE;FALSE;5;Adventure;N;2010;5
Flips: The Folk Of The Faraway Tree;FALSE;FALSE;TRUE;FALSE;FALSE;5;Adventure;N;2010;7
Flips: The Magic Faraway Tree;FALSE;FALSE;TRUE;FALSE;FALSE;5;Adventure;N;2010;6
Fluidity;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Puzzle;Y;2010;12
Fragile Dreams: Farewell Ruins of The Moon;FALSE;FALSE;TRUE;FALSE;FALSE;6.7;RPG;N;2010;3
Freaking Inkies;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Action;Y;2010;4
Freekscape: Escape from Hell;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Platformer;N;2010;4
Frenzic;FALSE;FALSE;TRUE;FALSE;FALSE;8;Puzzle;N;2010;11
Fret Nice;TRUE;TRUE;FALSE;FALSE;FALSE;6.5;Music;N;2010;2
Frogger;FALSE;FALSE;FALSE;FALSE;TRUE;5.5;Action;N;2010;11
Frogger Inferno;FALSE;FALSE;FALSE;FALSE;TRUE;5;Action;N;2010;3
Frogger Returns;TRUE;FALSE;TRUE;FALSE;FALSE;4.6;Action;N;2010;1
Front Mission Evolved;TRUE;TRUE;FALSE;TRUE;FALSE;6;Shooter;N;2010;10
Fruit Ninja (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Action;N;2010;4
Fruit Ninja (Android);FALSE;FALSE;FALSE;FALSE;TRUE;8;Action;N;2010;9
Furry Legends;FALSE;FALSE;TRUE;FALSE;FALSE;6;Platformer;N;2010;8
G.G. Series -- Ninja Karakuri Den;FALSE;FALSE;TRUE;FALSE;FALSE;8;Action;N;2010;8
Game & Watch: Donkey Kong Jr.;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Action;N;2010;5
Game Dev Story;FALSE;FALSE;FALSE;FALSE;TRUE;9;Simulation;Y;2010;10
Gangstar 2: Kings of L.A.;FALSE;FALSE;TRUE;FALSE;FALSE;5;Action;N;2010;4
Gangstar: Miami Vindication;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Action;N;2010;9
Garfield Pooky Quest;FALSE;FALSE;FALSE;FALSE;TRUE;2;Platformer;N;2010;3
Geometry Wars: Touch;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Shooter;N;2010;4
Ghosts 'N Goblins: Gold Knights II;FALSE;FALSE;FALSE;FALSE;TRUE;7;Action;N;2010;8
GhostSlayer;FALSE;FALSE;TRUE;FALSE;FALSE;7;Action;N;2010;2
Gladiator Begins;TRUE;FALSE;FALSE;FALSE;FALSE;6.5;Action-RPG;N;2010;10
Global Agenda;FALSE;FALSE;FALSE;TRUE;FALSE;8.4;RPG;N;2010;3
Globulos Party;FALSE;FALSE;TRUE;FALSE;FALSE;6;Action;N;2010;3
Glory of Heracles;FALSE;FALSE;TRUE;FALSE;FALSE;6;RPG;N;2010;2
Glow Artisan;FALSE;FALSE;FALSE;FALSE;TRUE;8;Puzzle;N;2010;11
Gobliiins;FALSE;FALSE;FALSE;FALSE;TRUE;4;Adventure;N;2010;11
God of War III;TRUE;FALSE;FALSE;FALSE;FALSE;9.3;Action;Y;2010;3
God of War: Ghost of Sparta;TRUE;FALSE;FALSE;FALSE;FALSE;9.5;Action;Y;2010;10
GodFinger;FALSE;FALSE;FALSE;FALSE;TRUE;8;Simulation;N;2010;4
Gods vs. Humans!;FALSE;FALSE;TRUE;FALSE;FALSE;4.5;Strategy;N;2010;11
Golden Sun: Dark Dawn;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;RPG;N;2010;11
GoldenEye 007 (DS);FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Shooter;N;2010;11
GoldenEye 007;FALSE;FALSE;TRUE;FALSE;FALSE;9;Shooter;Y;2010;11
Gorillaz: Escape to Plastic Beach;FALSE;FALSE;FALSE;FALSE;TRUE;4.5;Action;N;2010;8
Gran Turismo 5;TRUE;FALSE;FALSE;FALSE;FALSE;8.5;Racing;Y;2010;11
Grand Theft Auto: Chinatown Wars;FALSE;FALSE;FALSE;FALSE;TRUE;9;Action-Adventure;Y;2010;1
Grand Theft Auto: Episodes from Liberty City;TRUE;TRUE;FALSE;TRUE;FALSE;9.2;Action-Adventure;Y;2010;4
Gravity Crash Portable;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Shooter;N;2010;7
Greed Corp;FALSE;TRUE;FALSE;FALSE;FALSE;8.8;Strategy;Y;2010;2
Green Day: Rock Band (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;8;Music;N;2010;6
Green Day: Rock Band;TRUE;TRUE;FALSE;FALSE;FALSE;8.3;Music;N;2010;6
Groovin' Blocks (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Puzzle;N;2010;3
GT Racing: Motor Academy;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Racing;Y;2010;2
Guardians of Graxia;FALSE;FALSE;FALSE;TRUE;FALSE;5.5;Strategy;N;2010;11
Guilty Party;FALSE;FALSE;TRUE;FALSE;FALSE;8;Party;N;2010;8
Guitar Hero [iPhone];FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Music;N;2010;6
Guitar Hero: Van Halen;TRUE;TRUE;TRUE;FALSE;FALSE;4.9;Music;N;2010;1
Guitar Hero: Warriors of Rock;TRUE;TRUE;TRUE;FALSE;FALSE;6;Music;N;2010;9
Halo: Reach;FALSE;TRUE;FALSE;FALSE;FALSE;9.5;Shooter;Y;2010;9
Hamlet;FALSE;FALSE;FALSE;TRUE;FALSE;7.5;Adventure;N;2010;4
HamsterBall;TRUE;FALSE;FALSE;FALSE;FALSE;5;Racing;N;2010;3
Happy Birthday Mart;FALSE;FALSE;TRUE;FALSE;FALSE;4;Simulation;N;2010;7
Happy Hammerin';FALSE;FALSE;TRUE;FALSE;FALSE;5;Action;N;2010;3
Harry Potter and the Deathly Hallows: Part 1;TRUE;FALSE;TRUE;FALSE;FALSE;2;Adventure;N;2010;11
Harry Potter and the Deathly Hallows: Part 1 (Xbox 360);FALSE;TRUE;FALSE;FALSE;FALSE;2.5;Adventure;N;2010;11
Harvest Moon: Grand Bazaar;FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Adventure;N;2010;9
Harvest Moon: Hero of Leaf Valley;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Simulation;N;2010;5
Hasbro Family Game Night: Connect 4x4;FALSE;TRUE;FALSE;FALSE;FALSE;2.5;Strategy;N;2010;8
Hasbro Family Game Night: Jenga;FALSE;TRUE;FALSE;FALSE;FALSE;6;Strategy;N;2010;8
Hasbro Family Game Night: Pictureka;FALSE;TRUE;FALSE;FALSE;FALSE;3;Strategy;N;2010;8
Heavy Rain (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;9;Adventure;Y;2010;2
Heavy Rain Chronicles: Episode One -- The Taxidermist;TRUE;FALSE;FALSE;FALSE;FALSE;8;Adventure;N;2010;3
Hector: Badge of Carnage -- Episode 1: We Negotiate with Terrorists (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Adventure;Y;2010;6
Hello Flowerz;FALSE;FALSE;TRUE;FALSE;FALSE;8;Simulation;N;2010;7
Helsing's Fire;FALSE;FALSE;FALSE;FALSE;TRUE;7;Puzzle;N;2010;7
Hero of Sparta (DSi);FALSE;FALSE;TRUE;FALSE;FALSE;6;Action;N;2010;6
Hero of Sparta HD;FALSE;FALSE;FALSE;FALSE;TRUE;6.5;Action;N;2010;5
Hero of Sparta II;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Action;N;2010;7
Heron: Steam Machine;FALSE;FALSE;TRUE;FALSE;FALSE;6;Puzzle;N;2010;1
Highborn;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Strategy;N;2010;6
Hints Hunter;FALSE;FALSE;TRUE;FALSE;FALSE;1;Puzzle;N;2010;8
Hoard (PS4);TRUE;FALSE;FALSE;FALSE;FALSE;8;Action;N;2010;11
Home Run Battle 3D;FALSE;FALSE;FALSE;FALSE;TRUE;8;Sports;N;2010;7
Homerun Hitters;TRUE;FALSE;FALSE;FALSE;FALSE;7;Sports;N;2010;4
Hook Champ;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Platformer;Y;2010;1
HoopWorld;FALSE;FALSE;TRUE;FALSE;FALSE;8;Action;N;2010;8
Hospital Havoc;FALSE;FALSE;TRUE;FALSE;FALSE;5;Puzzle;N;2010;7
Hot Shots Tennis: Get a Grip;TRUE;FALSE;FALSE;FALSE;FALSE;8;Sports;N;2010;6
How to Train Your Dragon (Xbox 360);TRUE;TRUE;FALSE;FALSE;FALSE;4.6;Action;N;2010;3
How to Train Your Dragon (DS);FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Battle;N;2010;4
Hubert the Teddy Bear: Winter Games;FALSE;FALSE;TRUE;FALSE;FALSE;5;Sports;N;2010;2
Hydro Thunder Hurricane;FALSE;TRUE;FALSE;FALSE;FALSE;5.5;Racing;N;2010;7
