Titel;playstation?;xbox?;nintendo?;pc?;sonstige?;Punkte;Genre;editors_choice;Veröffentlichung_Jahr;Veröffentlichung_Monat
Hydrophobia;FALSE;TRUE;FALSE;FALSE;FALSE;8;Action;N;2010;9
Hyperballoid HD;TRUE;FALSE;FALSE;FALSE;FALSE;6.8;Action;N;2010;2
Hysteria Project (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;7;Adventure;N;2010;4
I-play Bowling 3D (Android);FALSE;FALSE;FALSE;FALSE;TRUE;7.4;Sports;N;2010;7
Infinite Space;FALSE;FALSE;TRUE;FALSE;FALSE;7;RPG;N;2010;3
Infinity Blade;FALSE;FALSE;FALSE;FALSE;TRUE;9;Action;Y;2010;12
Intellivision Lives!;FALSE;FALSE;TRUE;FALSE;FALSE;6;Action;N;2010;12
Invizimals;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Action;N;2010;10
Iron Man 2 (PS3);TRUE;TRUE;FALSE;FALSE;FALSE;5.1;Action;N;2010;5
Iron Man 2 (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;6;Action;N;2010;5
Iron Man 2 (iPad);FALSE;FALSE;FALSE;FALSE;TRUE;6.2;Action;N;2010;5
Iron Man 2 (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Action;N;2010;5
Iron Man 2 (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;4.9;Action;N;2010;5
Ironclad;FALSE;FALSE;TRUE;FALSE;FALSE;8;Action;N;2010;4
Ivy the Kiwi;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Platformer;N;2010;9
James Bond 007: Blood Stone;TRUE;TRUE;FALSE;TRUE;FALSE;5;Action;N;2010;11
James Bond 007: Blood Stone (DS);FALSE;FALSE;TRUE;FALSE;FALSE;7;Action;N;2010;12
Jaws;FALSE;FALSE;FALSE;FALSE;TRUE;7;Action;N;2010;8
Jett Rocket;FALSE;FALSE;TRUE;FALSE;FALSE;7.8;Platformer;N;2010;7
Joe Danger (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;9.5;Action;Y;2010;6
John Daly's ProStroke Golf;TRUE;FALSE;FALSE;FALSE;FALSE;5.5;Sports;N;2010;10
Jump O'Clock;FALSE;FALSE;FALSE;FALSE;TRUE;7.2;Puzzle;N;2010;5
Just Cause 2;TRUE;TRUE;FALSE;TRUE;FALSE;8.8;Action;Y;2010;3
Just Dance 2;FALSE;FALSE;TRUE;FALSE;FALSE;8;Music;N;2010;10
Just Sing! National Anthems;FALSE;FALSE;TRUE;FALSE;FALSE;2;Music;N;2010;8
Kane & Lynch 2: Dog Days;TRUE;TRUE;FALSE;TRUE;FALSE;7;Action;N;2010;8
Karate Champ;FALSE;FALSE;FALSE;FALSE;TRUE;7.7;Fighting;N;2010;5
Kick-Ass;TRUE;FALSE;FALSE;FALSE;FALSE;4;Action;N;2010;4
Kick-Ass (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;2;Action;N;2010;4
Kinect Adventures;FALSE;TRUE;FALSE;FALSE;FALSE;6.5;Action;N;2010;11
Kinect Joy Ride;FALSE;TRUE;FALSE;FALSE;FALSE;6;Racing;N;2010;11
Kinect Sports;FALSE;TRUE;FALSE;FALSE;FALSE;8;Sports;N;2010;11
Kinectimals;FALSE;TRUE;FALSE;FALSE;FALSE;7;Simulation;N;2010;11
Kingdom Hearts: Birth by Sleep;TRUE;FALSE;FALSE;FALSE;FALSE;8.5;Action-RPG;Y;2010;9
KORG DS-10 Plus;FALSE;FALSE;TRUE;FALSE;FALSE;8;Music;N;2010;4
KrissX;FALSE;TRUE;FALSE;FALSE;FALSE;6.5;Puzzle;N;2010;2
Kung Fu Funk: Everybody is Kung Fu Fighting;FALSE;FALSE;TRUE;FALSE;FALSE;4;Sports;N;2010;5
Kung Fu Rider;TRUE;FALSE;FALSE;FALSE;FALSE;3.5;Action;N;2010;9
Kung-Fu Live;TRUE;FALSE;FALSE;FALSE;FALSE;4;Fighting;N;2010;12
Lara Croft and the Guardian of Light;TRUE;TRUE;FALSE;TRUE;FALSE;8.5;Action-Adventure;Y;2010;8
Lara Croft and the Guardian of Light HD;FALSE;FALSE;FALSE;FALSE;TRUE;5.5;Action-Adventure;N;2010;12
Last Rebellion;TRUE;FALSE;FALSE;FALSE;FALSE;3;Action-RPG;N;2010;2
Lazy Raiders;FALSE;TRUE;FALSE;FALSE;FALSE;8;Action;N;2010;2
Lead and Gold: Gangs of the Wild West;TRUE;FALSE;FALSE;TRUE;FALSE;7;Shooter;N;2010;5
Lead the Meerkats;FALSE;FALSE;TRUE;FALSE;FALSE;7;Simulation;N;2010;6
Learning with the PooYoos -- Episode 2;FALSE;FALSE;TRUE;FALSE;FALSE;7;Educational;N;2010;4
Left 4 Dead 2: The Passing;FALSE;TRUE;FALSE;TRUE;FALSE;8.5;Shooter;N;2010;4
Left 4 Dead 2: The Sacrifice;FALSE;TRUE;FALSE;FALSE;FALSE;7;Shooter;N;2010;10
Legend of Kunoichi;TRUE;FALSE;FALSE;FALSE;FALSE;2.5;Action;N;2010;4
Legendary Wars: T-Rex Rumble;FALSE;FALSE;TRUE;FALSE;FALSE;7;Strategy;N;2010;7
Legends of Exidia;FALSE;FALSE;TRUE;FALSE;FALSE;8;Action-RPG;N;2010;2
LEGO Harry Potter: Years 1-4;TRUE;TRUE;TRUE;TRUE;FALSE;8.5;Action-Adventure;Y;2010;6
LEGO Harry Potter: Years 1-4 (Portable);TRUE;FALSE;TRUE;FALSE;FALSE;7;Action-Adventure;N;2010;7
LEGO Harry Potter: Years 1-4 (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;8;Action-Adventure;N;2010;11
LEGO Universe;FALSE;FALSE;FALSE;TRUE;FALSE;5;Action;N;2010;10
Let's Golf (DSi);FALSE;FALSE;TRUE;FALSE;FALSE;5;Sports;N;2010;3
Let's Golf (Android);FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Sports;N;2010;7
Let's Golf 2;FALSE;FALSE;FALSE;FALSE;TRUE;9;Sports;Y;2010;7
Let's Golf HD;FALSE;FALSE;FALSE;FALSE;TRUE;7.4;Sports;N;2010;4
Libera Wing;FALSE;FALSE;TRUE;FALSE;FALSE;7;Action;N;2010;3
Lilt Line;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Music;N;2010;12
Link 'n' Launch;FALSE;FALSE;TRUE;FALSE;FALSE;9;Action;Y;2010;2
Lips: Party Classics;FALSE;TRUE;FALSE;FALSE;FALSE;7.3;Music;N;2010;3
Little League World Series Baseball 2010;TRUE;TRUE;FALSE;FALSE;FALSE;6;Sports;N;2010;8
Little Things;FALSE;FALSE;FALSE;FALSE;TRUE;8;Puzzle;N;2010;8
LittleBigPlanet: Sackboy's Prehistoric Moves;TRUE;FALSE;FALSE;FALSE;FALSE;6.5;Platformer;N;2010;12
Looksley's Line Up;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Puzzle;Y;2010;5
Lord of the Rings: Middle-earth Defense;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Strategy;N;2010;12
Lost Planet 2;FALSE;TRUE;FALSE;TRUE;FALSE;6;Shooter;N;2010;5
Lost Planet 2 (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;5.5;Shooter;N;2010;5
Lucha Libre AAA: Heroes del Ring;TRUE;TRUE;FALSE;FALSE;FALSE;5;Sports;N;2010;11
Lufia: Curse of the Sinistrals;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;RPG;Y;2010;11
Lunar: Silver Star Harmony;TRUE;FALSE;FALSE;FALSE;FALSE;8.2;RPG;Y;2010;3
Madden NFL 11 (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Sports;N;2010;8
Madden NFL 11;TRUE;TRUE;FALSE;FALSE;TRUE;8;Sports;N;2010;8
Mafia II;TRUE;TRUE;FALSE;TRUE;FALSE;7;Action;N;2010;8
Mafia II: Jimmy's Vendetta;TRUE;TRUE;FALSE;TRUE;FALSE;7;Action;N;2010;9
Mafia II: Joe's Adventures;TRUE;FALSE;FALSE;FALSE;FALSE;6;Action;N;2010;12
MAG;TRUE;FALSE;FALSE;FALSE;FALSE;7;Shooter;N;2010;2
Magic: The Gathering -- Duels of the Planeswalkers (PC);FALSE;FALSE;FALSE;TRUE;FALSE;7.5;Strategy;N;2010;6
Magical Drop II;FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Puzzle;N;2010;12
Magnetis;FALSE;FALSE;TRUE;TRUE;FALSE;7.5;Puzzle;N;2010;1
Majin and the Forsaken Kingdom;TRUE;TRUE;FALSE;FALSE;FALSE;7;Action;N;2010;11
Major League Baseball 2K10;TRUE;TRUE;FALSE;FALSE;FALSE;7;Sports;N;2010;3
Major League Baseball 2K10 (PC);FALSE;FALSE;FALSE;TRUE;FALSE;7.3;Sports;N;2010;3
Major League Baseball 2K10 (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;5;Sports;N;2010;3
Major League Baseball 2K10 (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;4.5;Sports;N;2010;3
Major League Baseball 2K10 (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;5.5;Sports;N;2010;3
Major League Baseball 2K10 (DS);FALSE;FALSE;TRUE;FALSE;FALSE;2.8;Sports;N;2010;3
Manic Monkey Mayhem;FALSE;FALSE;TRUE;FALSE;FALSE;4;Action;N;2010;5
Mario Party 2;FALSE;FALSE;TRUE;FALSE;FALSE;8;Party;N;2010;12
Mario Tennis;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Sports;Y;2010;6
Mario vs. Donkey Kong Mini-Land Mayhem;FALSE;FALSE;TRUE;FALSE;FALSE;9;Puzzle;Y;2010;11
Marvel Pinball;TRUE;TRUE;FALSE;FALSE;FALSE;8;Pinball;N;2010;12
Mass Effect 2 (PC);FALSE;TRUE;FALSE;TRUE;FALSE;9.6;RPG;Y;2010;1
Mass Effect 2: Kasumi's Stolen Memory;FALSE;TRUE;FALSE;TRUE;FALSE;7.5;RPG;N;2010;4
Mass Effect 2: Lair of the Shadow Broker;FALSE;TRUE;FALSE;TRUE;FALSE;9.5;RPG;Y;2010;9
Mass Effect 2: Overlord;FALSE;TRUE;FALSE;TRUE;FALSE;9;RPG;Y;2010;6
Match Up;FALSE;FALSE;TRUE;FALSE;FALSE;6;Puzzle;N;2010;8
Matt Hazard: Blood Bath and Beyond;TRUE;TRUE;FALSE;FALSE;FALSE;7.9;Action;N;2010;1
Max & the Magic Marker (Windows Phone);FALSE;FALSE;FALSE;FALSE;TRUE;5.5;Platformer;N;2010;11
Medal of Honor;TRUE;TRUE;FALSE;TRUE;FALSE;6;Shooter;N;2010;10
Mega Man 10;TRUE;TRUE;TRUE;FALSE;FALSE;8.5;Action;N;2010;3
Mega Man 4;FALSE;FALSE;TRUE;FALSE;FALSE;8;Action;N;2010;4
Mega Man Zero Collection;FALSE;FALSE;TRUE;FALSE;FALSE;8;Action;N;2010;7
Mega Words;FALSE;FALSE;TRUE;FALSE;FALSE;3;Trivia;N;2010;6
Metal Gear Solid Touch (iPad);FALSE;FALSE;FALSE;FALSE;TRUE;5;Action;N;2010;4
Metal Gear Solid: Peace Walker;TRUE;FALSE;FALSE;FALSE;FALSE;9.5;Action;Y;2010;6
Metal Slug XX;FALSE;TRUE;FALSE;FALSE;FALSE;6.5;Action;N;2010;5
Metal Torrent;FALSE;FALSE;TRUE;FALSE;FALSE;7;Shooter;N;2010;6
Metro 2033;FALSE;TRUE;FALSE;TRUE;FALSE;6.9;Shooter;N;2010;3
Metroid: Other M;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Action-Adventure;Y;2010;8
Michael Jackson: The Experience (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;3.5;Music;N;2010;12
Michael Jackson: The Experience (DS);FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Music;N;2010;12
Michael Jackson: The Experience (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;5.5;Music;N;2010;12
Mikado Defenders;FALSE;FALSE;FALSE;FALSE;TRUE;6.5;Strategy;N;2010;5
Military Madness;TRUE;TRUE;TRUE;FALSE;FALSE;6.9;Strategy;N;2010;4
Military Madness: Neo Nectaris;FALSE;FALSE;FALSE;FALSE;TRUE;7;Strategy;N;2010;2
Mimana Iyar Chronicles;TRUE;FALSE;FALSE;FALSE;FALSE;4;RPG;N;2010;5
Mirror's Edge [2D Edition];FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Platformer;Y;2010;4
MLB 10: The Show;TRUE;FALSE;FALSE;FALSE;FALSE;8.9;Sports;Y;2010;3
Modern Combat 2: Black Pegasus;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Shooter;Y;2010;10
ModNation Racers;TRUE;FALSE;FALSE;FALSE;FALSE;9;Racing;Y;2010;5
ModNation Racers (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;7.4;Racing;N;2010;5
Moki Moki;FALSE;FALSE;TRUE;FALSE;FALSE;5;Puzzle;N;2010;1
Monday Night Combat;FALSE;TRUE;FALSE;FALSE;FALSE;8;Shooter;N;2010;8
Monkey Island 2: LeChuck's Revenge -- Special Edition;TRUE;TRUE;FALSE;TRUE;TRUE;8.9;Adventure;Y;2010;7
Monkey Island 2: LeChuck's Revenge -- Special Edition (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;8.4;Adventure;N;2010;7
Monopoly (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;7.6;Strategy;N;2010;4
Monopoly (DS);FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Strategy;N;2010;11
Monopoly Streets;TRUE;TRUE;FALSE;FALSE;FALSE;7.5;Strategy;N;2010;11
Monopoly Streets (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Strategy;N;2010;11
MonsTeca Corral;FALSE;FALSE;TRUE;FALSE;FALSE;7;Strategy;N;2010;8
Monster Dash;FALSE;FALSE;FALSE;FALSE;TRUE;8;Action;Y;2010;8
Monster Hunter Tri;FALSE;FALSE;TRUE;FALSE;FALSE;8.8;Action;Y;2010;4
Monster Mayhem;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Strategy;Y;2010;5
Monster Rancher DS;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Strategy;N;2010;8
Monsters (Probably) Stole My Princess;TRUE;FALSE;FALSE;FALSE;FALSE;8.8;Platformer;Y;2010;4
Motionsports;FALSE;TRUE;FALSE;FALSE;FALSE;4.5;Sports;N;2010;11
MotoGP 09/10;TRUE;TRUE;FALSE;FALSE;FALSE;6.7;Racing;N;2010;3
Mount & Blade: Warband (PC);FALSE;FALSE;FALSE;TRUE;FALSE;8.1;RPG;N;2010;4
Mouse House;FALSE;FALSE;TRUE;FALSE;FALSE;5;Puzzle;N;2010;2
Mr. Driller: Drill Till You Drop;FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Puzzle;N;2010;4
Muscle March;FALSE;FALSE;TRUE;FALSE;FALSE;6.1;Action;N;2010;2
Mushihimesama: Bug Panic;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Shooter;N;2010;11
Music On: Electronic Keyboard;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Music;N;2010;7
Music On: Learning Piano;FALSE;FALSE;TRUE;FALSE;FALSE;8;Music;N;2010;9
Music On: Retro Keyboard;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Music;N;2010;7
Music Quiz;TRUE;FALSE;FALSE;FALSE;FALSE;2;Trivia;N;2010;5
Mutant Bash TV;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Shooter;N;2010;11
My Aquarium 2;FALSE;FALSE;TRUE;FALSE;FALSE;6;Simulation;N;2010;8
My Farm;FALSE;FALSE;TRUE;FALSE;FALSE;5;Simulation;N;2010;8
MyNotebook: Carbon;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Productivity;N;2010;8
MyNotebook: Pearl;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Productivity;N;2010;9
MySims SkyHeroes;TRUE;TRUE;TRUE;FALSE;FALSE;7;Simulation;N;2010;10
MySims SkyHeroes (DS);FALSE;FALSE;TRUE;FALSE;FALSE;5;Simulation;N;2010;10
Mystery Case Files: 13th Skull;FALSE;FALSE;FALSE;TRUE;FALSE;7;Puzzle;N;2010;12
Mytran Wars;TRUE;FALSE;FALSE;FALSE;FALSE;5.8;Strategy;N;2010;1
N.O.V.A. 2: Near Orbit Vanguard Alliance;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Shooter;Y;2010;12
N.O.V.A.: Near Orbit Vanguard Alliance (iPad);FALSE;FALSE;FALSE;FALSE;TRUE;6.5;Shooter;N;2010;4
N.O.V.A.: Near Orbit Vanguard Alliance (Android);FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Shooter;N;2010;7
N3: Ninety-Nine Nights II;FALSE;TRUE;FALSE;FALSE;FALSE;4;Action;N;2010;7
Nail'd;TRUE;TRUE;FALSE;FALSE;FALSE;5.5;Racing;N;2010;12
Namco Museum Megamix;FALSE;FALSE;TRUE;FALSE;FALSE;5;Action;N;2010;11
Nano Tank;FALSE;FALSE;FALSE;FALSE;TRUE;7.4;Shooter;N;2010;7
Napoleon: Total War;FALSE;FALSE;FALSE;TRUE;FALSE;8.9;Strategy;Y;2010;2
Naruto Shippuden: Dragon Blade Chronicles;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Action;N;2010;11
Naruto Shippuden: Ultimate Ninja Heroes 3;TRUE;FALSE;FALSE;FALSE;FALSE;6.5;Fighting;N;2010;5
Naruto: Ultimate Ninja Storm 2;TRUE;TRUE;FALSE;FALSE;FALSE;8;Fighting;N;2010;10
Naughty Bear (Xbox 360);FALSE;TRUE;FALSE;FALSE;FALSE;3;Action-Adventure;N;2010;6
Naughty Bear (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;2.5;Action-Adventure;N;2010;6
Naughty Bear (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;4.5;Action-Adventure;N;2010;9
Naval Assault: The Killing Tide;FALSE;TRUE;FALSE;FALSE;FALSE;4.5;Strategy;N;2010;7
NBA 2K11 (PC);FALSE;FALSE;FALSE;TRUE;FALSE;8;Sports;N;2010;10
NBA 2K11;TRUE;TRUE;FALSE;FALSE;FALSE;9.5;Sports;Y;2010;10
NBA Jam;TRUE;TRUE;FALSE;FALSE;FALSE;7.5;Sports;N;2010;11
NBA Unrivaled;TRUE;TRUE;FALSE;FALSE;FALSE;2.5;Sports;N;2010;4
NCAA Football;FALSE;FALSE;FALSE;FALSE;TRUE;5.5;Sports;N;2010;6
NCAA Football 11;TRUE;TRUE;FALSE;FALSE;FALSE;8.5;Sports;Y;2010;7
Need for Speed Nitro-X;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Racing;N;2010;11
Need for Speed World;FALSE;FALSE;FALSE;TRUE;FALSE;6;Racing;N;2010;8
Need for Speed: Hot Pursuit;TRUE;FALSE;FALSE;FALSE;FALSE;9;Racing;Y;2010;11
Need for Speed: Hot Pursuit;FALSE;TRUE;FALSE;TRUE;FALSE;9;Racing;Y;2010;11
Need for Speed: Hot Pursuit (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;8;Racing;N;2010;11
NeoGeo Battle Coliseum;FALSE;TRUE;FALSE;FALSE;FALSE;6;Fighting;N;2010;6
New York 3D Rollercoaster Rush;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Puzzle;N;2010;2
New York 3D Rollercoaster Rush;FALSE;FALSE;FALSE;FALSE;TRUE;7;Puzzle;N;2010;4
NFL 2011;FALSE;FALSE;FALSE;FALSE;TRUE;5.5;Sports;N;2010;8
NHL 11;TRUE;TRUE;FALSE;FALSE;FALSE;8.5;Sports;N;2010;9
NHL 2K11;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Sports;N;2010;8
NHL 2K11 (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Sports;N;2010;8
NHL Slapshot (Game & Hockey Stick);FALSE;FALSE;TRUE;FALSE;FALSE;8;Sports;N;2010;8
Nier;TRUE;TRUE;FALSE;FALSE;FALSE;7;Action-RPG;N;2010;5
Nimbus;FALSE;FALSE;FALSE;TRUE;FALSE;8;Racing;Y;2010;11
Ninja Gaiden (Arcade);FALSE;FALSE;TRUE;FALSE;FALSE;5;Action;N;2010;1
Ninjatown: Trees of Doom;FALSE;FALSE;FALSE;FALSE;TRUE;7;Action;N;2010;5
No Heroes Allowed!;TRUE;FALSE;FALSE;FALSE;FALSE;7;Simulation;N;2010;11
No More Heroes 2: Desperate Struggle;FALSE;FALSE;TRUE;FALSE;FALSE;8.8;Action;Y;2010;1
No, Human;FALSE;FALSE;FALSE;FALSE;TRUE;8;Puzzle;N;2010;8
NormalTanks;TRUE;FALSE;FALSE;FALSE;FALSE;2.5;Shooter;N;2010;5
O.M.G.;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Action;N;2010;11
Ogre Battle 64: Person of Lordly Caliber;FALSE;FALSE;TRUE;FALSE;FALSE;9;Strategy;Y;2010;4
One Two Boat Racing;TRUE;FALSE;FALSE;FALSE;FALSE;2;Racing;N;2010;5
Oscar in Movieland;FALSE;FALSE;TRUE;FALSE;FALSE;4;Adventure;N;2010;2
Osmos;FALSE;FALSE;FALSE;FALSE;TRUE;9;Puzzle;Y;2010;7
Pac-Man (iPad);FALSE;FALSE;FALSE;FALSE;TRUE;7;Action;N;2010;5
Pac-Man Championship Edition DX;TRUE;TRUE;FALSE;FALSE;FALSE;10;Action;Y;2010;11
Pac-Man: Championship Edition;FALSE;FALSE;FALSE;FALSE;TRUE;5;Action;N;2010;7
Pac-Match Party;FALSE;FALSE;FALSE;FALSE;TRUE;7.2;Puzzle;N;2010;6
Pallurikio;FALSE;FALSE;TRUE;FALSE;FALSE;6;Action;N;2010;1
Parcel Panic: Post Car Racer 3D;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Racing;N;2010;1
Patchwork Heroes;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Action;N;2010;3
Patrician IV: Conquest By Trade;FALSE;FALSE;FALSE;TRUE;FALSE;6.5;Simulation;N;2010;10
Perfect Dark;FALSE;TRUE;FALSE;FALSE;FALSE;9;Shooter;Y;2010;3
Petz Kittens;FALSE;FALSE;TRUE;FALSE;FALSE;3;Simulation;N;2010;7
Petz: Dogz Family;FALSE;FALSE;TRUE;FALSE;FALSE;3.5;Simulation;N;2010;8
Petz: Hamsterz Family;FALSE;FALSE;TRUE;FALSE;FALSE;3;Simulation;N;2010;8
Phantasy Star II (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;8.5;RPG;Y;2010;8
Phantasy Star Portable 2;TRUE;FALSE;FALSE;FALSE;FALSE;8;RPG;N;2010;10
Phoenix Wright: Ace Attorney;FALSE;FALSE;TRUE;FALSE;FALSE;6;Adventure;N;2010;1
Phoenix Wright: Ace Attorney (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;7.8;Adventure;N;2010;5
Phoenix Wright: Ace Attorney: Trials and Tribulations;FALSE;FALSE;TRUE;FALSE;FALSE;6;Adventure;N;2010;5
Photo Dojo;FALSE;FALSE;TRUE;FALSE;FALSE;8;Fighting;Y;2010;5
Picross 3D;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Puzzle;Y;2010;5
Pictionary [2010];FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Trivia;N;2010;12
Pictureka!;FALSE;FALSE;FALSE;FALSE;TRUE;7;Puzzle;N;2010;12
Pile Up! Bakery;TRUE;FALSE;FALSE;FALSE;FALSE;4;Strategy;N;2010;5
Pillowfight Girls;FALSE;FALSE;FALSE;FALSE;TRUE;3;Action;N;2010;5
Pilotwings;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Flight;N;2010;2
Pinball Duel;TRUE;FALSE;FALSE;FALSE;FALSE;3;Pinball;N;2010;5
Pinball Hall of Fame: The Gottlieb Collection;FALSE;FALSE;TRUE;FALSE;FALSE;7;Pinball;N;2010;1
Pinball HD;FALSE;FALSE;FALSE;FALSE;TRUE;8;Pinball;N;2010;5
Pix'n Love Rush;FALSE;FALSE;FALSE;FALSE;TRUE;8.9;Platformer;Y;2010;6
Pix'n Love Rush DX;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Action;N;2010;12
Piyotama;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Puzzle;N;2010;7
Pizza Boy;FALSE;FALSE;FALSE;FALSE;TRUE;8;Platformer;Y;2010;9
Plain Sight;FALSE;FALSE;FALSE;TRUE;FALSE;7;Action;N;2010;7
Planet Minigolf;TRUE;FALSE;FALSE;FALSE;FALSE;6.5;Sports;N;2010;6
Plants vs. Zombies HD;FALSE;FALSE;FALSE;FALSE;TRUE;9;Strategy;Y;2010;4
Plunderland;FALSE;FALSE;FALSE;FALSE;TRUE;8.9;Strategy;Y;2010;7
Pocket Chef;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Simulation;N;2010;2
Pokemon HeartGold Version;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;RPG;Y;2010;3
Pokemon Ranger: Guardian Signs;FALSE;FALSE;TRUE;FALSE;FALSE;7;Action-RPG;N;2010;10
Pokemon SoulSilver Version;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;RPG;Y;2010;3
PokePark Wii: Pikachu's Adventure;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Adventure;N;2010;11
Poker Night at the Inventory;FALSE;FALSE;FALSE;TRUE;FALSE;8;Strategy;Y;2010;11
Polar Panic;FALSE;TRUE;FALSE;FALSE;FALSE;7.5;Action;N;2010;1
Pong Toss Pro: Frat Party Games;FALSE;FALSE;TRUE;FALSE;FALSE;4;Party;N;2010;7
Pop Island: Paperfield;FALSE;FALSE;TRUE;FALSE;FALSE;8;Adventure;Y;2010;7
Pound of Ground;FALSE;FALSE;FALSE;TRUE;FALSE;3.5;Shooter;N;2010;11
Power Gig: Rise of the SixString;TRUE;TRUE;FALSE;FALSE;FALSE;4;Music;N;2010;10
Predators;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Action;Y;2010;7
Press Your Luck: 2010 Edition;TRUE;FALSE;FALSE;FALSE;FALSE;5;Trivia;N;2010;8
Pride and Prejudice and Zombies;FALSE;FALSE;FALSE;FALSE;TRUE;7.4;Action;N;2010;6
Prince of Persia Retro;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Adventure;N;2010;5
Prince of Persia: The Forgotten Sands;TRUE;TRUE;TRUE;TRUE;FALSE;8;Action;N;2010;5
Prince of Persia: The Forgotten Sands (DS);FALSE;FALSE;TRUE;FALSE;FALSE;4.5;Action;N;2010;5
Prince of Persia: The Forgotten Sands (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;6;Action;N;2010;5
Prince of Persia: Warrior Within;FALSE;FALSE;FALSE;FALSE;TRUE;6.9;Action-Adventure;N;2010;6
Prison Break: The Conspiracy;FALSE;TRUE;FALSE;FALSE;FALSE;3.5;Action;N;2010;3
Prison Break: The Conspiracy;TRUE;FALSE;FALSE;FALSE;FALSE;3.5;Action;N;2010;3
Pro Evolution Soccer 2011;TRUE;TRUE;FALSE;FALSE;FALSE;9;Sports;Y;2010;10
Pro Zombie Soccer;FALSE;FALSE;FALSE;FALSE;TRUE;7.9;Action;N;2010;6
Professor Layton and the Unwound Future;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Adventure;Y;2010;9
Pub Darts;FALSE;FALSE;TRUE;FALSE;FALSE;3.5;Sports;N;2010;1
Puffins: Let's Fish;FALSE;FALSE;TRUE;FALSE;FALSE;7;Action;N;2010;6
Puffins: Let's Race;FALSE;FALSE;TRUE;FALSE;FALSE;6;Racing;N;2010;8
